Name,Auto number,Program check,Program name,Type of Opportunity,Annual scholarship?,Study level,Host Country,Discipline,Value,Note,Link,Deadline?,Date updated,Checked?
POSTECH,140,,POSTECH,University-sponsor Scholarship,checked,"Master ,PhD ",South Korea,A LOT OF DISCIPLINES,Full scholarship,"- Thời gian: 2 lần/năm
+ Kỳ xuân: Nộp hồ sơ từ tháng 4 -> tháng 10, nhập học tháng 3.
+ Kỳ thu: Nộp hồ sơ từ tháng 2 -> tháng 4, nhập học tháng 9.
- Top 3 Hàn, top 100 thế giới.
- Học bổng 100% học phí, ăn ở, ngoài ra sẽ có lương thêm.
- Sinh viên mới sẽ được cho 3 triệu kwon ~ 3000 usd khi nhập học.
- Thông tin chi tiết:
+ Link admission của trường: http://admission.postech.ac.kr/linkUsen.do?f=sub3-2
+ Thông tin tại site của hội VNPOSTECH: https://sites.google.com/s…/vietnampostech/Huongdantuyensinh
+ Facebook sinh viên POSTECH: https://www.facebook.com/groups/vietnampostech",http://admission.postech.ac.kr/linkUsen.do?f=sub3-2,"October ,April",17/8/2017,
Postgraduate Research Excellence Award,1126,,Postgraduate Research Excellence Award,University-sponsor Scholarship,checked,PhD,Australia,Natural Sciences and Mathematics,100% tuition fee,"Học bổng sẽ chi trả học phí cho sinh viên quốc tế và cung cấp một khoản trợ cấp ở mức độ hiện tại của Chương trình Đào tạo Nghiên cứu (Research Training Program – former APA) ($26,682 cho năm 2017)",http://sydney.edu.au/scholarships/research/international/faculty-specific.shtml#PGREA,December,9/9/2017,
Postgraduate Teaching Studentships for EU and Non-EU Applicants at Maynooth University in Ireland,1019,,Postgraduate Teaching Studentships for EU and Non-EU Applicants at Maynooth University in Ireland,University-sponsor Scholarship,checked,PhD,Ireland,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),"This scheme is now open for applications for Postgraduate Teaching Studentships, fixed term, 5 year full-time PhD studentships (2 year Master’s studentship) with teaching commitment across selected Departments.",https://www.maynoothuniversity.ie/study-maynooth/postgraduate-studies/fees-funding-scholarships,June,14/9/2017,
President's Asia Scholarship in the School of Engineering at Academia Higher Education Colleges 2017,1358,,President's Asia Scholarship in the School of Engineering at Academia Higher Education Colleges 2017,University-sponsor Scholarship,checked,Undergraduate,Slovakia,Engineer and Technology,100% tuition fee,"To continue to hold the Scholarship, recipients must maintain a GPA of 8.5
(equivalent to Merit) in each semester of study",https://www.academia.eu/wp-content/uploads/2017/08/Presidents-Asia-Scholarship1.pdf,September,8/10/2017,
President's PhD Scholarships,141,,President's PhD Scholarships,University-sponsor Scholarship,,"Master ,PhD ,Post-graduate ",United Kingdom,Engineer and Technology,Full scholarship,,https://www.imperial.ac.uk/study/pg/fees-and-funding/scholarships/presidents-phd-scholarships/,Change every year,17/8/2017,
President's PhD Scholarships Imperial College London,539,,President's PhD Scholarships Imperial College London,No specified,,PhD,United Kingdom,A LOT OF DISCIPLINES,Full scholarship,,https://www.imperial.ac.uk/study/pg/fees-and-funding/scholarships/presidents-phd-scholarships/,November,19/8/2017,
President's Scholars of RMIT University Vietnam,350,,President's Scholars of RMIT University Vietnam,University-sponsor Scholarship,checked,Undergraduate,Vietnam,A LOT OF DISCIPLINES,100% tuition fee,"Học bổng tài trợ 100% học phí, tuy nhiên để được duy trì tiếp học bổng thì bạn cần phải đạt được 1 mức GPA tối thiểu của nhà trường đề ra (em quên mất là bao nhiêu rồi ạ).",https://www.rmit.edu.vn/presidents-scholars,July,18/8/2017,
President's Undergraduate Scholarships at Imperial College London,1344,,President's Undergraduate Scholarships at Imperial College London,University-sponsor Scholarship,checked,Undergraduate,United Kingdom,A LOT OF DISCIPLINES,Full scholarship,,https://www.imperial.ac.uk/study/ug/fees-and-funding/bursaries-and-scholarships/presidents-scholarships/,October,3/10/2017,
Presidential Scholarship,1139,,Presidential Scholarship,University-sponsor Scholarship,checked,Post-graduate,North Korea,A LOT OF DISCIPLINES,Full scholarship,,https://lm.facebook.com/l.php?u=https%3A%2F%2Fgoo.gl%2Fbb7yPL&h=ATNIrfe0pQ68IdaYqkONLAJKXAOktWcps81KA_h417p2z2byuku0NINT4kezXBcpr0FNsgQINfKr9746QlxZ5kzg7FGhellvqps1Y_mIjTiv1Zt2JOfiNX2bco70Mjis2b0SXnjuycg&enc=AZMPX0eEzRrOCmlrq-cK_9F4LRFD_HGrVMqre-5KbjTGv4E7VOdxIp_tVKjTQwYZeKtsAiMCpuY1FOXMc5BQoexX8eXOic5iTQUuodivS6xAUyklz-X6at-0tcFdSoqxgYBaLT8ZKBNDMQ85h9MJopGR0gOCcmfZGqlhLSPHlEpiCYVa4-S7_7llXSU582N-V_Y&s=1,"January,May",11/9/2017,
Presidential scholarship,802,,Presidential scholarship,University-sponsor Scholarship,checked,Undergraduate,South Korea,A LOT OF DISCIPLINES,Nearly full scholarship (withour air tickets or accommodation),,https://goo.gl/bb7yPL,"January ,May ",1/9/2017,checked
Presidential Scholarship at University of Alabama,1195,,Presidential Scholarship at University of Alabama,University-sponsor Scholarship,checked,Undergraduate,United State,A LOT OF DISCIPLINES,50% tuition fee,,http://oiss.isp.msu.edu/students/financial.htm,June,17/9/2017,
"Prestige award, University of Calgary",875,,"Prestige award, University of Calgary",University-sponsor Scholarship,checked,Undergraduate,Canada,A LOT OF DISCIPLINES,"less than 50% tuition fee ,more than 50% tuition fee,50% tuition fee ,100% tuition fee,Full scholarship",Value 10000-24000$ (renewable),https://choose.ucalgary.ca/generaldocuments/recruitment%20documents/SES-Viewbook2016-17-web.pdf,December,28/8/2017,checked
Prime Minister’s Scholarship for Asia,960,,Prime Minister’s Scholarship for Asia,Government Scholarship,checked,"Undergraduate ,Post-graduate ",New Zealand,Business and finance,less than 50% tuition fee,,https://enz.govt.nz/support/funding/scholarships/prime-ministers-scholarship-for-asia/?url=/how-we-work/scholarships/pmsa,September,5/9/2017,
Princeton in Beijing,1134,,Princeton in Beijing,University-sponsor Scholarship,checked,No specified,United State,Social sciences and Humanities,Full scholarship,"Đây là một intensive course học tiếng Trung tại Bắc Kinh do trường Princeton tổ chức thường niên, dành cho tất cả mọi người trên toàn thế giới, trong vòng 2 tháng. Những bạn nào muốn học tiếng Trung ở Bắc Kinh lại có học bổng thì đây là một chương trình rất tốt, được rank cực kỳ cao bên Mỹ. ",https://pib.princeton.edu/financial-aid,January,10/9/2017,
Princeton University Fellowship for Scholars 2018/2021,665,,Princeton University Fellowship for Scholars 2018/2021,Fellowship Scholarship,checked,Post-graduate,United State,A LOT OF DISCIPLINES,Cash award,"Học bổng này dành cho nghiên cứu sinh sau khi nhận được bằng PhD, có giá trị trong vòng 3 năm. Mỗi năm người nhận được học bổng sẽ nhận được $86,600. Fellows sẽ được cung cấp 1 phòng làm việc, 1 máy tính cá nhân, 1 research account giá trị $5000/năm, tiếp cận với các grant, resource, benefit của trường Princeton. Fellows phải tham gia các buổi seminars hàng tuần.",http://www.princeton.edu/sf/fellowships/,September,20/8/2017,
Privately Financed International Student Scholarships at Gifu University,567,,Privately Financed International Student Scholarships at Gifu University,University-sponsor Scholarship,checked,"Undergraduate ,Master ,Post-graduate ",Japan,A LOT OF DISCIPLINES,100% tuition fee,,http://scholarship-positions.com/privately-financed-international-student-scholarships-gifu-university-japan/2017/07/24/,September,19/8/2017,
Pro Vice Chancellor's International Scholar,800,,Pro Vice Chancellor's International Scholar,University-sponsor Scholarship,checked,Undergraduate,Malaysia,A LOT OF DISCIPLINES,50% tuition fee,Mỗi năm có 2 suất,https://goo.gl/324SxW,Febuary,1/9/2017,checked
Pro Vice Chancellor's International Scholar,1066,Pro Vice Chancellor's International Scholar,Pro Vice Chancellor's International Scholar,University-sponsor Scholarship,checked,Undergraduate,Malaysia,A LOT OF DISCIPLINES,50% tuition fee,,http://scholarships.curtin.edu.my/scholarships/internal-scholarship/pvc-international-scholar/,Febuary,6/9/2017,
Professor Scholarship - Chungbuk National University,1060,,Professor Scholarship - Chungbuk National University,University-sponsor Scholarship,,"Master ,PhD ",South Korea,"Computer science and IT ,Engineer and Technology ","Full scholarship,100% tuition fee"," (1) Financial Support: Research Scholarship covering tuition fees and living expenses in South Korea
(2)Housing: Admitted student may be assigned a university housing (dormitory)",https://www.facebook.com/groups/636078959788124/permalink/1576782042384473/,December,5/9/2017,
Prospectus for 2017 MOST Taiwan Scholarship Program,1073,,Prospectus for 2017 MOST Taiwan Scholarship Program,Government Scholarship,checked,No specified,Taiwan,A LOT OF DISCIPLINES,Cash award,"NT$30,000",http://www.oia.ntu.edu.tw/study-at-ntu/degree-student/scholarships/scholarships-for-prospective-students,March,5/9/2017,
Prussian Cultural Heritage Foundation,1282,,Prussian Cultural Heritage Foundation,Company-sponsor Scholarship,checked,"Post-graduate ,Master ,PhD ",Germany,A LOT OF DISCIPLINES,Cash award,,http://www.preussischer-kulturbesitz.de/schwerpunkte/wissenschaft-und-forschung/forschungsunterstuetzung/stipendienprogramm.html,Change every year,24/9/2017,
QS Scholarship For Academic Excellence,1048,,QS Scholarship For Academic Excellence,Company-sponsor Scholarship,checked,"PhD ,Master ",No specified,A LOT OF DISCIPLINES,Cash award,"US$ 10,000 is to be transferred to the Business School/University where the winner has been admitted to.",https://www.topuniversities.com/student-info/qs-scholarships/qs-scholarship-academic-excellence,April,5/9/2017,
Queensland University: Master of Leadership in Global Development,142,,Queensland University: Master of Leadership in Global Development,University-sponsor Scholarship,checked,Post-graduate,Australia,Social sciences and Humanities,100% tuition fee,"Applicants phải là những người đã/đang gặp khó khăn trong học tập vì vấn đề tài chính. Tức là ngoài những tiêu chí về năng lực như các học bổng khác, 1 trong các tiêu chí nhận đc học bổng là bạn có khó khăn về tài chính và điều đó ngăn cản con đường học tập của bạn.
Học bổng này mới được thành lập vào năm 2017 nên deadline chỉ là cho năm nay thôi nhé.",https://scholarships.uq.edu.au/scholarship/master-of-leadership-in-global-development,September,17/8/2017,
Quỹ học bổng RVN-Vallet Khu vực phía Nam,1339,,Quỹ học bổng RVN-Vallet Khu vực phía Nam,Company-sponsor Scholarship,checked,"Undergraduate ,Post-graduate ,High school",Vietnam,A LOT OF DISCIPLINES,Cash award,"Mọi thông tin về học bổng (gồm số lượng, số tiền, đối tượng và cách nộp hồ sơ) đều được thể hiện rất chi tiết ở trang web của quỹ học bổng này là rvn-vallet.org.
Học bổng từ 9.5tr cho học sinh phổ thông (270 suất) đến 16tr cho sinh viên đại học (115 suất) và sau đại học (10 suất) ở phía Nam. 
Cần có thành tích tốt trong học tập và năng nổ hoạt động xã hội để đạt được học bổng.",http://rvn-vallet.org,June,2/10/2017,
Rabbut Scholarships,378,,Rabbut Scholarships,University-sponsor Scholarship,checked,Undergraduate,United Kingdom,A LOT OF DISCIPLINES,less than 50% tuition fee,,https://rabbut.com/scholarships/,Change every year,18/8/2017,
Radboud Scholarship Program,573,,Radboud Scholarship Program,University-sponsor Scholarship,checked,Post-graduate,Netherland,A LOT OF DISCIPLINES,more than 50% tuition fee,"- Học bổng dành cho Non-EU students, người được học bổng sẽ chỉ phải đóng mức học phí bằng sinh viên Châu Âu. Ngoài ra học bổng sẽ chi trả các chi phí: Bảo hiểm, visa, thẻ cư trú (trị giá 725 EUR)
- Nếu chương trình học là 2 năm thì HB năm sau sẽ dựa vào kết quả học tập của năm trước",http://www.ru.nl/english/education/masters-programmes/international-masters-students/financial-matters/scholarships-grants/read_more/rsprogramme/,March,19/8/2017,
Radboud Scholarship Programme for International Students,1373,,Radboud Scholarship Programme for International Students,University-sponsor Scholarship,checked,No specified,Netherland,"Social sciences and Humanities ,Medicine and Health ",less than 50% tuition fee,,http://www.ru.nl/english/education/masters-programmes/international-masters-students/financial-matters/scholarships-grants/read_more/rsprogramme/,March,20/10/2017,
Rainbow Bridge,593,,Rainbow Bridge,University-sponsor Scholarship,checked,Master,France,Business and finance,Cash award,"Học bổng chỉ dành cho các bạn nữ từ các nước kém phát triển ở châu Á và châu Phi, theo học chương trình MBA ( full - time) tại trường HEC Paris. Người apply phải viết bài luận 1500 từ về bản thân và mong muốn mang lại cuộc sống tốt đẹp hơn cho đất nước mình, cùng những ý tưởng để đạt được điều đó. Người apply trước tiên phải được nhận vào HEC Paris. Thể hiện được leadership skills trong các lĩnh vực: Community work
Charity engagement
Sustainable development practices.
Học bổng trị giá 20 000 € / năm",http://www.mba.hec.edu/Fees-Funding/Scholarships/Fondation-Rainbow-Bridge,May,19/8/2017,
